function_id,software_unit_id,source_path,line,qualified_name,visibility,signature,return_contract,responsibility,preconditions,postconditions,explicit_exceptions,side_effects,concurrency,call_dependencies,branch_points,line_span,risk,architecture_id,requirement_ids,test_references,verification_disposition,design_status
FUN-77A17F101C,UNIT-070AA8511C,src/analysis/chart_zone_filters.py,22,chart_price_bounds,public,(plot_df: pd.DataFrame),"tuple[float, float]",As-built responsibility derived from `chart_price_bounds` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,float;max;min,0,2,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-2B036568FA,UNIT-070AA8511C,src/analysis/chart_zone_filters.py,26,zone_overlaps_chart_range,public,"(low: float, high: float, plot_df: pd.DataFrame)",bool,True when zone overlaps the high/low span of visible candles.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,chart_price_bounds,1,5,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-FECA409EF6,UNIT-070AA8511C,src/analysis/chart_zone_filters.py,33,_align_ts,internal,"(ts: pd.Timestamp, ref_index: pd.DatetimeIndex)",pd.Timestamp,As-built responsibility derived from `_align_ts` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,pd.Timestamp;t.tz_convert;t.tz_localize,3,9,low,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-F8E5F51975,UNIT-070AA8511C,src/analysis/chart_zone_filters.py,44,visible_order_blocks,public,"(analysis: TimeframeAnalysis, plot_df: pd.DataFrame, *, max_zones: int=MAX_OB_ZONES)",list[OrderBlock],As-built responsibility derived from `visible_order_blocks` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,_align_ts;float;plot_df.index.max;visible.sort;zone_overlaps_chart_range,0,15,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,tests/unit/test_chart_projections.py,direct-dynamic,baselined-as-built
FUN-52B596D6F3,UNIT-070AA8511C,src/analysis/chart_zone_filters.py,61,visible_active_fvgs,public,"(analysis: TimeframeAnalysis, plot_df: pd.DataFrame, *, max_zones: int=MAX_FVG_ZONES)",list[FairValueGap],As-built responsibility derived from `visible_active_fvgs` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,_align_ts;float;plot_df.index.max;visible.sort;zone_overlaps_chart_range,0,15,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,tests/unit/test_chart_projections.py,direct-dynamic,baselined-as-built
FUN-75356974BC,UNIT-070AA8511C,src/analysis/chart_zone_filters.py,78,visible_zone_snapshots,public,"(analysis: TimeframeAnalysis, plot_df: pd.DataFrame, *, ob_limit: int=MAX_OB_ZONES, fvg_limit: int=MAX_FVG_ZONES)","tuple[list[dict[str, object]], list[dict[str, object]]]",Dict snapshots for report text — same rules as chart overlays.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,visible_active_fvgs;visible_order_blocks,0,17,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-19453DD010,UNIT-070AA8511C,src/analysis/chart_zone_filters.py,97,visible_zones_for_chart,public,"(analysis: TimeframeAnalysis, df: pd.DataFrame, *, bars: int, ob_limit: int=MAX_OB_ZONES, fvg_limit: int=MAX_FVG_ZONES)","tuple[list[dict[str, object]], list[dict[str, object]]]",As-built responsibility derived from `visible_zones_for_chart` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,chart_plot_df;visible_zone_snapshots,0,10,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,tests/unit/test_chart_projections.py,direct-dynamic,baselined-as-built
FUN-43C4B237B7,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,44,ClaimAudit.to_dict,public,(self),"dict[str, Any]",As-built responsibility derived from `to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,asdict,0,2,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,tests/unit/test_run_config.py,direct-dynamic,baselined-as-built
FUN-039E702D1A,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,48,ClaimAudit.allows_execution_authorization,public,(self),bool,As-built responsibility derived from `allows_execution_authorization` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,none,0,2,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,tests/unit/test_claim_eligibility.py,direct-dynamic,baselined-as-built
FUN-103FA43FF4,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,52,_overlap_amount,internal,"(a_lo: float, a_hi: float, b_lo: float, b_hi: float)",float,As-built responsibility derived from `_overlap_amount` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,max;min,0,4,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-49E61C75AE,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,58,_zones_near,internal,"(a_lo: float, a_hi: float, b_lo: float, b_hi: float, *, tol: float)",bool,As-built responsibility derived from `_zones_near` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,_overlap_amount;max;min,3,9,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-EE4367894D,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,69,_reaction_index,internal,"(reactions: list[dict[str, Any]] | None)","dict[str, dict[str, Any]]",As-built responsibility derived from `_reaction_index` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,row.get;str;strip,2,7,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-EAD4B05709,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,78,_collect_fvgs,internal,"(analyses: dict[str, TimeframeAnalysis])","list[dict[str, Any]]",As-built responsibility derived from `_collect_fvgs` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,abs;analyses.items;enumerate;float;isinstance;round;rows.append,6,25,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-8EDD654D1E,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,105,technical_claim_fact_catalog,public,"(ctx: MarketContext, *, price_action: dict[str, Any] | None=None)","list[dict[str, Any]]",Return the canonical technical facts an LLM may bind into a reaction.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,block.get;build_price_action_summaries;ctx.analyses.items;enumerate;float;isinstance;level.get;lower;pa_blocks.items;profile.get;rows.append;sorted;str,16,92,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-AE9B1E87F2,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,199,_fact_entity_for_ids,internal,"(fact_ids: list[str], catalog: list[dict[str, Any]])","dict[str, Any] | None",As-built responsibility derived from `_fact_entity_for_ids` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,row.get;str;strip,3,11,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-4FB8932CB6,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,212,_fact_direction_supports_trade,internal,"(fact: dict[str, Any], direction: str)",bool,As-built responsibility derived from `_fact_direction_supports_trade` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,fact.get;lower;str,1,4,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-A094DFD75F,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,218,_relationship_holds,internal,"(relation_type: str, left: dict[str, Any], right: dict[str, Any])",bool,As-built responsibility derived from `_relationship_holds` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,_zones_near;float;left.get;max;min;right.get;str,3,32,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-582A749531,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,252,_aligned_fvgs,internal,"(*, direction: str, entry_low: float, entry_high: float, zones: list[dict[str, Any]])","list[dict[str, Any]]",As-built responsibility derived from `_aligned_fvgs` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,_zones_near,1,14,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-AFF197D9F4,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,268,_counter_fvgs,internal,"(*, direction: str, entry_low: float, entry_high: float, zones: list[dict[str, Any]])","list[dict[str, Any]]",As-built responsibility derived from `_counter_fvgs` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,_zones_near,1,14,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-D280CC6EB5,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,284,adjudicate_level_proposal_claim,public,"(proposal: LevelProposal, ctx: MarketContext, *, level_reactions: list[dict[str, Any]] | None=None)",ClaimAudit,Decide whether a level proposal's technical thesis may drive execution.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,ClaimAudit;_aligned_fvgs;_collect_fvgs;_counter_fvgs;_fact_direction_supports_trade;_fact_entity_for_ids;_reaction_index;_relationship_holds;_zones_near;any;audit_row.items;bool;counterevidence.append;entry_bound_keys.add;fact_ids.append;fact_ids.extend;float;isinstance;issubset;left.get,33,274,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,tests/unit/test_claim_eligibility.py,direct-dynamic,baselined-as-built
FUN-972700D46F,UNIT-67D22A7C31,src/analysis/claim_eligibility.py,560,claim_allows_execution_authorization,public,"(signal_or_meta: dict[str, Any] | None)",bool,Rule/engine signals default allow; LLM claims must be core_execution.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,signal_or_meta.get,2,9,high,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,tests/unit/test_claim_eligibility.py,direct-dynamic,baselined-as-built
FUN-2B7EB34519,UNIT-3549E9D9B7,src/analysis/data_freshness.py,18,_bar_timestamp,internal,(df: pd.DataFrame | None),datetime | None,As-built responsibility derived from `_bar_timestamp` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,isinstance;ts.to_pydatetime;ts.tz_localize,3,9,low,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-4734AF977B,UNIT-3549E9D9B7,src/analysis/data_freshness.py,29,build_data_as_of,public,"(raw: dict[str, pd.DataFrame], *, now: datetime | None=None)","dict[str, Any]",Summarize bar freshness and whether prices are safe to treat as live.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,filesystem,caller-thread,_bar_timestamp;datetime.now;last_bar.replace;last_bar.strftime;len;log.info;now.strftime;now.weekday;raw.get;round;total_seconds;warnings.append,9,50,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,tests/unit/test_data_freshness.py,direct-dynamic,baselined-as-built
FUN-A1EB4C5F6A,UNIT-7DFC57FAF9,src/analysis/dgt_price_action.py,63,_nz_volume,internal,(series: pd.Series),pd.Series,As-built responsibility derived from `_nz_volume` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,astype;series.fillna,0,2,low,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-8C5D73D5C1,UNIT-7DFC57FAF9,src/analysis/dgt_price_action.py,67,_volume_usable,internal,"(vol: pd.Series, *, min_ratio: float=0.05)",bool,As-built responsibility derived from `_volume_usable` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,float;len;sum,1,4,low,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-62894B9526,UNIT-7DFC57FAF9,src/analysis/dgt_price_action.py,73,_atr,internal,"(high: pd.Series, low: pd.Series, close: pd.Series, length: int)",pd.Series,As-built responsibility derived from `_atr` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,abs;close.shift;max;mean;pd.concat;tr.rolling,0,7,low,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-90D19BF962,UNIT-7DFC57FAF9,src/analysis/dgt_price_action.py,82,_consecutive_sr,internal,"(window: pd.DataFrame, vol_ma: pd.Series, *, use_volume: bool)",list[SrLevel],As-built responsibility derived from `_consecutive_sr` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,SrLevel;_nz_volume;astype;bool;c.shift;float;len;levels.append;range;round;slice_h.max;slice_l.min;v.shift,5,68,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-FBF2E7C9DE,UNIT-7DFC57FAF9,src/analysis/dgt_price_action.py,152,_spike_and_volatility_levels,internal,"(window: pd.DataFrame, vol_ma: pd.Series)","tuple[list[SrLevel], int, int]",As-built responsibility derived from `_spike_and_volatility_levels` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,SrLevel;_atr;_nz_volume;astype;bool;float;len;levels.append;range;round,9,56,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-16616BF5E6,UNIT-7DFC57FAF9,src/analysis/dgt_price_action.py,210,_volume_portion,internal,"(bar_low: float, bar_high: float, row_low: float, row_high: float)",float,As-built responsibility derived from `_volume_portion` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,max,3,14,low,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-998848A755,UNIT-7DFC57FAF9,src/analysis/dgt_price_action.py,226,build_volume_profile,public,"(bars: pd.DataFrame, *, num_rows: int=PROFILE_ROWS, value_area_pct: float=VALUE_AREA_PCT, sd_thresh: float=SUPPLY_DEMAND_THRESH)",VolumeProfileResult,As-built responsibility derived from `build_volume_profile` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,VolumeProfileResult;_nz_volume;_volume_portion;_volume_usable;bars.iterrows;float;int;max;min;np.isfinite;np.zeros;range;round;sd_zones.append;totals.argmax;totals.max;totals.sum;v.sum,20,92,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,tests/unit/test_dgt_price_action.py,direct-dynamic,baselined-as-built
FUN-692ECE3BAF,UNIT-7DFC57FAF9,src/analysis/dgt_price_action.py,320,_dedupe_sr_levels,internal,"(levels: list[SrLevel], *, tolerance: float=0.35)",list[SrLevel],Keep newest level when prices cluster (Pine deletes duplicate consecutive lines).,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,abs;enumerate;kept.append;sorted,5,20,low,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-B29E79E520,UNIT-7DFC57FAF9,src/analysis/dgt_price_action.py,342,analyze_dgt_price_action,public,"(df: pd.DataFrame, timeframe: str, *, lookback: int=DEFAULT_LOOKBACK, profile_bars: pd.DataFrame | None=None)",DgtPriceActionResult,Run full DGT metrics on a Fixed-Range lookback (default 360 chart-TF bars).,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,DgtPriceActionResult;_consecutive_sr;_dedupe_sr_levels;_nz_volume;_spike_and_volatility_levels;_volume_usable;build_volume_profile;copy;df.tail;len;mean;sr.extend;vol.rolling,2,42,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,tests/unit/test_dgt_price_action.py,direct-dynamic,baselined-as-built
FUN-39CF1265FC,UNIT-7DFC57FAF9,src/analysis/dgt_price_action.py,386,dgt_result_to_dict,public,"(result: DgtPriceActionResult, *, lookback_requested: int | None=None, lookback_mode: str | None=None)","dict[str, Any]",As-built responsibility derived from `dgt_result_to_dict` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,lvl.time.isoformat,2,37,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-F519F9A949,UNIT-3B1598DC1B,src/analysis/display_labels.py,22,liquidity_label,public,(zone: LiquidityZone),str,As-built responsibility derived from `liquidity_label` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,none,2,6,medium,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
FUN-0574DFE158,UNIT-60E70E7439,src/analysis/fact_registry.py,11,_as_of_utc,internal,"(report: dict[str, Any])",str | None,As-built responsibility derived from `_as_of_utc` and its owning unit.,"caller satisfies signature, owning-unit state, and linked requirement constraints",normal return follows return contract; detected side effects are limited to recorded categories,none-explicit,none-detected,caller-thread,as_of.get;get;report.get,0,3,low,ARC-ANALYSIS,SWR-CORE-001;SWR-DATA-002;SWR-DATA-003;SWR-ANA-001;SWR-ANA-002;SWR-ANA-003;SWR-AGT-001;SWR-LLM-003;SWR-REP-001;SWR-REP-002;SWR-REP-003;SWR-REP-004;SWR-BT-001;SWR-UI-002,,static-and-component,baselined-as-built
